doc_id,doc_type,part_number,content,metadata
product_PS18375870,product,PS18375870,Bosch Dishwasher Crockery Basket. Brand: Bosch. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 126.67}"
install_PS18375870,installation,PS18375870,Installation guide for Bosch Dishwasher Crockery Basket. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
product_PS8729301,product,PS8729301,Bosch Dishwasher Handlecap Shaped. Fixes: Door latch failure. Brand: Bosch. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 10.12}"
install_PS8729301,installation,PS8729301,Installation guide for Bosch Dishwasher Handlecap Shaped. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS8729301,troubleshooting,PS8729301,Bosch Dishwasher Handlecap Shaped is recommended for these issues: Door latch failure. This is a dishwasher part from Bosch.,"{""category"": ""dishwasher"", ""symptoms"": [""Door latch failure""]}"
product_PS18010470,product,PS18010470,Bosch Dishwasher Upper Rack Roller. Brand: Bosch. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 12.0}"
install_PS18010470,installation,PS18010470,Installation guide for Bosch Dishwasher Upper Rack Roller. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
product_PS11724988,product,PS11724988,"Bosch Dishwasher Circulation Pump With Heater. Fixes: Not drying dishes properly, Not cleaning dishes properly, Noisy. Brand: Bosch. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 123.62}"
install_PS11724988,installation,PS11724988,Installation guide for Bosch Dishwasher Circulation Pump With Heater. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=QGMeULUYYJ4""}"
troubleshoot_PS11724988,troubleshooting,PS11724988,"Bosch Dishwasher Circulation Pump With Heater is recommended for these issues: Not drying dishes properly, Not cleaning dishes properly, Noisy, Leaking, Will Not Start, Not draining. This is a dishwasher part from Bosch.","{""category"": ""dishwasher"", ""symptoms"": [""Not drying dishes properly"", ""Not cleaning dishes properly"", ""Noisy"", ""Leaking"", ""Will Not Start"", ""Not draining""]}"
product_PS11704799,product,PS11704799,"Bosch Dishwasher Pump-drain. Fixes: Not draining, Noisy, Will Not Start. Brand: Bosch. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 41.39}"
install_PS11704799,installation,PS11704799,Installation guide for Bosch Dishwasher Pump-drain. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS11704799,troubleshooting,PS11704799,"Bosch Dishwasher Pump-drain is recommended for these issues: Not draining, Noisy, Will Not Start. This is a dishwasher part from Bosch.","{""category"": ""dishwasher"", ""symptoms"": [""Not draining"", ""Noisy"", ""Will Not Start""]}"
product_PS8727471,product,PS8727471,Bosch Dishwasher Adjustable Tine Row Clip. Brand: Bosch. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 6.96}"
install_PS8727471,installation,PS8727471,Installation guide for Bosch Dishwasher Adjustable Tine Row Clip. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
product_PS8737036,product,PS8737036,"Bosch Dishwasher Spray Arm. Fixes: Not cleaning dishes properly, Door won’t close. Brand: Bosch. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 28.55}"
install_PS8737036,installation,PS8737036,Installation guide for Bosch Dishwasher Spray Arm. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS8737036,troubleshooting,PS8737036,"Bosch Dishwasher Spray Arm is recommended for these issues: Not cleaning dishes properly, Door won’t close. This is a dishwasher part from Bosch.","{""category"": ""dishwasher"", ""symptoms"": [""Not cleaning dishes properly"", ""Door won\u2019t close""]}"
product_PS8730270,product,PS8730270,"Bosch Dishwasher Filter-micro. Fixes: Not cleaning dishes properly, Not draining. Brand: Bosch. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Bosch"", ""price"": 39.27}"
install_PS8730270,installation,PS8730270,Installation guide for Bosch Dishwasher Filter-micro. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS8730270,troubleshooting,PS8730270,"Bosch Dishwasher Filter-micro is recommended for these issues: Not cleaning dishes properly, Not draining. This is a dishwasher part from Bosch.","{""category"": ""dishwasher"", ""symptoms"": [""Not cleaning dishes properly"", ""Not draining""]}"
product_PS11751238,product,PS11751238,"Caloric Dishwasher Faucet Adapter. Fixes: Leaking, Will not fill with water. Brand: Whirlpool. For: Dishwasher
Washer","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 48.12}"
install_PS11751238,installation,PS11751238,Installation guide for Caloric Dishwasher Faucet Adapter. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=XLZQFsAMbp0""}"
troubleshoot_PS11751238,troubleshooting,PS11751238,"Caloric Dishwasher Faucet Adapter is recommended for these issues: Leaking, Will not fill with water. This is a dishwasher part from Whirlpool.","{""category"": ""dishwasher"", ""symptoms"": [""Leaking"", ""Will not fill with water""]}"
product_PS11740613,product,PS11740613,"Caloric Dishwasher Hose Clamp. Fixes: Leaking, Will not drain. Brand: Whirlpool. For: Washer
Dishwasher
Washer Dryer Combo
Refrigerator
Range Hood
Air Conditioner
Heater
Ice Maker
Furnace
Dryer
Food Waste Disposer
Polisher Buffer
Microwave","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 9.92}"
install_PS11740613,installation,PS11740613,Installation guide for Caloric Dishwasher Hose Clamp. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=zwwPTlB9_W0""}"
troubleshoot_PS11740613,troubleshooting,PS11740613,"Caloric Dishwasher Hose Clamp is recommended for these issues: Leaking, Will not drain. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Leaking"", ""Will not drain""]}"
product_PS11728058,product,PS11728058,"Caloric Dishwasher Heat Resistant Adhesive. Fixes: Leaking. Brand: Whirlpool. For: Microwave
Washer
Dishwasher
Range
Washer Dryer Combo
Microwave Oven Combo
Cooktop
Furnace","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 17.9}"
install_PS11728058,installation,PS11728058,Installation guide for Caloric Dishwasher Heat Resistant Adhesive. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS11728058,troubleshooting,PS11728058,Caloric Dishwasher Heat Resistant Adhesive is recommended for these issues: Leaking. This is a dishwasher part from Whirlpool.,"{""category"": ""dishwasher"", ""symptoms"": [""Leaking""]}"
product_PS11746842,product,PS11746842,Caloric Dishwasher Coupler Gasket. Fixes: Leaking. Brand: Whirlpool. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 10.92}"
install_PS11746842,installation,PS11746842,Installation guide for Caloric Dishwasher Coupler Gasket. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS11746842,troubleshooting,PS11746842,Caloric Dishwasher Coupler Gasket is recommended for these issues: Leaking. This is a dishwasher part from Whirlpool.,"{""category"": ""dishwasher"", ""symptoms"": [""Leaking""]}"
product_PS11743796,product,PS11743796,"Caloric Dishwasher Clamp. Fixes: Leaking. Brand: Whirlpool. For: Washer
Dishwasher
Washer Dryer Combo
Dryer","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 9.92}"
install_PS11743796,installation,PS11743796,Installation guide for Caloric Dishwasher Clamp. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS11743796,troubleshooting,PS11743796,Caloric Dishwasher Clamp is recommended for these issues: Leaking. This is a dishwasher part from Whirlpool.,"{""category"": ""dishwasher"", ""symptoms"": [""Leaking""]}"
product_PS1660806,product,PS1660806,Caloric Dishwasher Faucet Adapter Washer. Fixes: Leaking. Brand: Whirlpool. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 38.84}"
troubleshoot_PS1660806,troubleshooting,PS1660806,Caloric Dishwasher Faucet Adapter Washer is recommended for these issues: Leaking. This is a dishwasher part from Whirlpool.,"{""category"": ""dishwasher"", ""symptoms"": [""Leaking""]}"
product_PS451216,product,PS451216,Caloric Dishwasher Float Assembly. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 33.85}"
product_PS452165,product,PS452165,Caloric Dishwasher Impeller. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 38.84}"
product_PS452168,product,PS452168,Caloric Dishwasher Gasket. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 10.92}"
product_PS452243,product,PS452243,Caloric Dishwasher Seal. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 59.78}"
product_PS11746591,product,PS11746591,"Crosley Dishwasher Rack Track Stop. Fixes: Door latch failure, Not cleaning dishes properly, Door won’t close. Brand: Whirlpool. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 10.41}"
install_PS11746591,installation,PS11746591,Installation guide for Crosley Dishwasher Rack Track Stop. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=siE-8HethWg""}"
troubleshoot_PS11746591,troubleshooting,PS11746591,"Crosley Dishwasher Rack Track Stop is recommended for these issues: Door latch failure, Not cleaning dishes properly, Door won’t close, Noisy. This is a dishwasher part from Whirlpool.","{""category"": ""dishwasher"", ""symptoms"": [""Door latch failure"", ""Not cleaning dishes properly"", ""Door won\u2019t close"", ""Noisy""]}"
product_PS12585623,product,PS12585623,"Crosley Dishwasher Lower Spray Arm. Fixes: Not cleaning dishes properly, Leaking, Noisy. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 40.84}"
install_PS12585623,installation,PS12585623,Installation guide for Crosley Dishwasher Lower Spray Arm. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=HiQvsf7qtW4""}"
troubleshoot_PS12585623,troubleshooting,PS12585623,"Crosley Dishwasher Lower Spray Arm is recommended for these issues: Not cleaning dishes properly, Leaking, Noisy, Not draining, Not drying dishes properly, Will Not Start, Will not fill with water, Will not dispense detergent, Door latch failure. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking"", ""Noisy"", ""Not draining"", ""Not drying dishes properly"", ""Will Not Start"", ""Will not fill with water"", ""Will not dispense detergent"", ""Door latch failure""]}"
product_PS8260087,product,PS8260087,"Crosley Dishwasher Heating Element. Fixes: Not drying dishes properly, Not cleaning dishes properly, Will Not Start. Brand: Whirlpool. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 43.95}"
install_PS8260087,installation,PS8260087,Installation guide for Crosley Dishwasher Heating Element. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=Co8dQ7rzTMQ""}"
troubleshoot_PS8260087,troubleshooting,PS8260087,"Crosley Dishwasher Heating Element is recommended for these issues: Not drying dishes properly, Not cleaning dishes properly, Will Not Start, Leaking, Not draining. This is a dishwasher part from Whirlpool.","{""category"": ""dishwasher"", ""symptoms"": [""Not drying dishes properly"", ""Not cleaning dishes properly"", ""Will Not Start"", ""Leaking"", ""Not draining""]}"
product_PS9495545,product,PS9495545,"Crosley Dishwasher Bottom Door Gasket. Fixes: Leaking, Not cleaning dishes properly, Door won’t close. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 37.84}"
install_PS9495545,installation,PS9495545,Installation guide for Crosley Dishwasher Bottom Door Gasket. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=7NfdyJp1zKA""}"
troubleshoot_PS9495545,troubleshooting,PS9495545,"Crosley Dishwasher Bottom Door Gasket is recommended for these issues: Leaking, Not cleaning dishes properly, Door won’t close, Door latch failure. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Leaking"", ""Not cleaning dishes properly"", ""Door won\u2019t close"", ""Door latch failure""]}"
product_PS8260227,product,PS8260227,"Crosley Dishwasher Tub Gasket - Gray. Fixes: Leaking, Door won’t close, Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 16.79}"
install_PS8260227,installation,PS8260227,Installation guide for Crosley Dishwasher Tub Gasket - Gray. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=lFojJCHQjRU""}"
troubleshoot_PS8260227,troubleshooting,PS8260227,"Crosley Dishwasher Tub Gasket - Gray is recommended for these issues: Leaking, Door won’t close, Not cleaning dishes properly, Door latch failure. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Leaking"", ""Door won\u2019t close"", ""Not cleaning dishes properly"", ""Door latch failure""]}"
product_PS11748729,product,PS11748729,"Crosley Dishwasher Door Handle And Latch Assembly With Switch. Fixes: Door latch failure, Will Not Start, Door won’t close. Brand: Whirlpool. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 41.83}"
install_PS11748729,installation,PS11748729,Installation guide for Crosley Dishwasher Door Handle And Latch Assembly With Switch. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=u34A8cuwJZs""}"
troubleshoot_PS11748729,troubleshooting,PS11748729,"Crosley Dishwasher Door Handle And Latch Assembly With Switch is recommended for these issues: Door latch failure, Will Not Start, Door won’t close, Leaking, Not cleaning dishes properly, Touchpad does not respond, Will not fill with water, Not draining. This is a dishwasher part from Whirlpool.","{""category"": ""dishwasher"", ""symptoms"": [""Door latch failure"", ""Will Not Start"", ""Door won\u2019t close"", ""Leaking"", ""Not cleaning dishes properly"", ""Touchpad does not respond"", ""Will not fill with water"", ""Not draining""]}"
product_PS17219658,product,PS17219658,Crosley Dishwasher Lower Rack Assembly (grey). Fixes: Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 89.01}"
install_PS17219658,installation,PS17219658,Installation guide for Crosley Dishwasher Lower Rack Assembly (grey). Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=iw_VAlMH1EY""}"
troubleshoot_PS17219658,troubleshooting,PS17219658,Crosley Dishwasher Lower Rack Assembly (grey) is recommended for these issues: Not cleaning dishes properly. This is a dishwasher part from Frigidaire.,"{""category"": ""dishwasher"", ""symptoms"": [""Not cleaning dishes properly""]}"
product_PS16218716,product,PS16218716,"Crosley Dishwasher Latch. Fixes: Door latch failure, Will Not Start, Door won’t close. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 46.82}"
install_PS16218716,installation,PS16218716,Installation guide for Crosley Dishwasher Latch. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=7u8AFHjMgvg""}"
troubleshoot_PS16218716,troubleshooting,PS16218716,"Crosley Dishwasher Latch is recommended for these issues: Door latch failure, Will Not Start, Door won’t close, Leaking. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Door latch failure"", ""Will Not Start"", ""Door won\u2019t close"", ""Leaking""]}"
product_PS11703834,product,PS11703834,Crosley Dishwasher Door Bottom Seal. Fixes: Leaking. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 9.36}"
install_PS11703834,installation,PS11703834,Installation guide for Crosley Dishwasher Door Bottom Seal. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS11703834,troubleshooting,PS11703834,Crosley Dishwasher Door Bottom Seal is recommended for these issues: Leaking. This is a dishwasher part from Frigidaire.,"{""category"": ""dishwasher"", ""symptoms"": [""Leaking""]}"
product_PS16745479,product,PS16745479,"Crosley Dishwasher Wheel & Bushing Assembly. Fixes: Not cleaning dishes properly, Noisy. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 10.92}"
install_PS16745479,installation,PS16745479,Installation guide for Crosley Dishwasher Wheel & Bushing Assembly. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=82J7ATDQVGc""}"
troubleshoot_PS16745479,troubleshooting,PS16745479,"Crosley Dishwasher Wheel & Bushing Assembly is recommended for these issues: Not cleaning dishes properly, Noisy. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Not cleaning dishes properly"", ""Noisy""]}"
product_PS16626666,product,PS16626666,"Dacor Dishwasher Svc-seal Bottom Door;72318 ""dw 30"" Ed3. Brand: Samsung. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 94.89}"
product_PS16626635,product,PS16626635,Dacor Dishwasher Detergent Dispenser. Brand: Samsung. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 145.56}"
product_PS16626882,product,PS16626882,Dacor Dishwasher Control Unit. Brand: Samsung. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 323.74}"
product_PS16627973,product,PS16627973,"Dacor Dishwasher Svc-end Cap Door Handle Ch;100390ch Dr30. Brand: Samsung. For: Grill
Range","{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 120.39}"
product_PS16627049,product,PS16627049,Dacor Dishwasher Top Sprayer Assembly. Brand: Samsung. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 48.81}"
product_PS16626732,product,PS16626732,Dacor Dishwasher Svc-asy Lower Roller;92285 Dw Ed24sch. Brand: Samsung. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 43.83}"
product_PS16626873,product,PS16626873,Dacor Dishwasher Outlet Service. Brand: Samsung. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 103.61}"
product_PS16631683,product,PS16631683,"Dacor Dishwasher Svc-bushing 3 8 Hole;83523 Dop36m86dam. Brand: Samsung. For: Dishwasher
Microwave Oven Combo
Range
Warming Drawer","{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 6.52}"
product_PS17504715,product,PS17504715,Dacor Dishwasher Svc Nut Lower Washarm Fittin. Brand: Samsung. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 5.4}"
product_PS17504836,product,PS17504836,Dacor Dishwasher Svc Inlet Syphon Break. Brand: Samsung. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Samsung"", ""price"": 5.4}"
product_PS18374066,product,PS18374066,Electrolux Dishwasher Fold Down Fence W Clips Lower. Fixes: Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 21.34}"
install_PS18374066,installation,PS18374066,Installation guide for Electrolux Dishwasher Fold Down Fence W Clips Lower. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=fusF2c8jBew""}"
troubleshoot_PS18374066,troubleshooting,PS18374066,Electrolux Dishwasher Fold Down Fence W Clips Lower is recommended for these issues: Not cleaning dishes properly. This is a dishwasher part from Frigidaire.,"{""category"": ""dishwasher"", ""symptoms"": [""Not cleaning dishes properly""]}"
product_PS17219661,product,PS17219661,"Electrolux Dishwasher Silverware Basket. Fixes: Not cleaning dishes properly, Leaking. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 29.87}"
install_PS17219661,installation,PS17219661,Installation guide for Electrolux Dishwasher Silverware Basket. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=o7aG6fOY9NA""}"
troubleshoot_PS17219661,troubleshooting,PS17219661,"Electrolux Dishwasher Silverware Basket is recommended for these issues: Not cleaning dishes properly, Leaking. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking""]}"
product_PS975905,product,PS975905,Electrolux Dishwasher Tine Bracket. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 34.85}"
install_PS975905,installation,PS975905,Installation guide for Electrolux Dishwasher Tine Bracket. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=sN5iSODYxnQ""}"
product_PS16745761,product,PS16745761,Electrolux Dishwasher Rack Assembly. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 109.04}"
install_PS16745761,installation,PS16745761,Installation guide for Electrolux Dishwasher Rack Assembly. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=5-kw6kmhDpM""}"
product_PS16620843,product,PS16620843,"Electrolux Dishwasher Spring And Cable Assembly. Fixes: Door latch failure, Door won’t close. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 29.87}"
install_PS16620843,installation,PS16620843,Installation guide for Electrolux Dishwasher Spring And Cable Assembly. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS16620843,troubleshooting,PS16620843,"Electrolux Dishwasher Spring And Cable Assembly is recommended for these issues: Door latch failure, Door won’t close. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Door latch failure"", ""Door won\u2019t close""]}"
product_PS16745754,product,PS16745754,Electrolux Dishwasher Multifence. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 28.87}"
install_PS16745754,installation,PS16745754,Installation guide for Electrolux Dishwasher Multifence. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=tS63hanGVeo""}"
product_PS2379470,product,PS2379470,Electrolux Dishwasher Lower Dishrack Wheel. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 24.88}"
install_PS2379470,installation,PS2379470,Installation guide for Electrolux Dishwasher Lower Dishrack Wheel. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
product_PS8689159,product,PS8689159,Electrolux Dishwasher Fold-down Tine Row - Left Side. Brand: Frigidaire. For: Dishwasher,"{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 37.84}"
product_PS11770487,product,PS11770487,"Electrolux Dishwasher Detergent Dispenser. Fixes: Will not dispense detergent, Not cleaning dishes properly, Leaking. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 63.47}"
install_PS11770487,installation,PS11770487,Installation guide for Electrolux Dishwasher Detergent Dispenser. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=QeLrQ4UWcuY""}"
troubleshoot_PS11770487,troubleshooting,PS11770487,"Electrolux Dishwasher Detergent Dispenser is recommended for these issues: Will not dispense detergent, Not cleaning dishes properly, Leaking, Door latch failure. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Will not dispense detergent"", ""Not cleaning dishes properly"", ""Leaking"", ""Door latch failure""]}"
product_PS17219598,product,PS17219598,"Electrolux Dishwasher Latch Door. Fixes: Door latch failure, Will Not Start, Door won’t close. Brand: Frigidaire. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Frigidaire"", ""price"": 22.89}"
install_PS17219598,installation,PS17219598,Installation guide for Electrolux Dishwasher Latch Door. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS17219598,troubleshooting,PS17219598,"Electrolux Dishwasher Latch Door is recommended for these issues: Door latch failure, Will Not Start, Door won’t close. This is a dishwasher part from Frigidaire.","{""category"": ""dishwasher"", ""symptoms"": [""Door latch failure"", ""Will Not Start"", ""Door won\u2019t close""]}"
product_PS11746591,product,PS11746591,"Estate Dishwasher Rack Track Stop. Fixes: Door latch failure, Not cleaning dishes properly, Door won’t close. Brand: Whirlpool. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 10.41}"
install_PS11746591,installation,PS11746591,Installation guide for Estate Dishwasher Rack Track Stop. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""dishwasher"", ""video_url"": ""https://www.youtube.com/watch?v=siE-8HethWg""}"
troubleshoot_PS11746591,troubleshooting,PS11746591,"Estate Dishwasher Rack Track Stop is recommended for these issues: Door latch failure, Not cleaning dishes properly, Door won’t close, Noisy. This is a dishwasher part from Whirlpool.","{""category"": ""dishwasher"", ""symptoms"": [""Door latch failure"", ""Not cleaning dishes properly"", ""Door won\u2019t close"", ""Noisy""]}"
product_PS8260087,product,PS8260087,"Estate Dishwasher Heating Element. Fixes: Not drying dishes properly, Not cleaning dishes properly, Will Not Start. Brand: Whirlpool. For: Dishwasher","{""category"": ""dishwasher"", ""brand"": ""Whirlpool"", ""price"": 43.95}"
