part_number,name,description,category,brand,price,in_stock,specifications,image_urls,rating,reviews_count
PS4163672,Samsung Refrigerator Door Mullion Spring,Samsung Refrigerator Door Mullion Spring. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,refrigerator,Samsung,8.52,True,"{""mpn"": ""DA81-01345B"", ""replace_parts"": [""AP4577072"", ""DA61-07471A"", ""DA81-01345A"", ""WR02X12650""], ""product_url"": ""https://www.partselect.com/PS4163672-Samsung-DA81-01345B-Door-Mullion-Spring.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS12115595,Samsung Refrigerator Ice Maker Assembly,"Samsung Refrigerator Ice Maker Assembly. Fixes: Ice maker not making ice, Ice maker won’t dispense ice. Brand: Samsung. For: Refrigerator",refrigerator,Samsung,116.44,True,"{""mpn"": ""DA97-15217D"", ""replace_parts"": [""AP6261445"", ""DA97-12317A"", ""DA97-12317B"", ""DA97-12317D"", ""DA97-15217A"", ""DA97-15217B"", ""DA97-15217E"", ""DA97-15335A""], ""product_url"": ""https://www.partselect.com/PS12115595-Samsung-DA97-15217D-Ice-Maker-Assembly.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice""]}",[],,0
PS4163673,Samsung Refrigerator Spring Pin - French,Samsung Refrigerator Spring Pin - French. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,refrigerator,Samsung,5.4,True,"{""mpn"": ""DA81-01346A"", ""replace_parts"": [""AP4162150""], ""product_url"": ""https://www.partselect.com/PS4163673-Samsung-DA81-01346A-Spring-PIN-French.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS11766800,Samsung Refrigerator Ice Container Assembly,"Samsung Refrigerator Ice Container Assembly. Fixes: Ice maker won’t dispense ice, Leaking, Ice maker not making ice. Brand: Samsung. For: Refrigerator",refrigerator,Samsung,201.63,False,"{""mpn"": ""DA97-14474C"", ""replace_parts"": [""AP6034185"", ""DA97-12604D"", ""DA97-14474A"", ""DA97-20156A"", ""DA97-20156B"", ""DA97-21040A""], ""product_url"": ""https://www.partselect.com/PS11766800-Samsung-DA97-14474C-Ice-Container-Assembly.htm?SourceCode=18"", ""symptoms"": [""Ice maker won\u2019t dispense ice"", ""Leaking"", ""Ice maker not making ice""]}",[],,0
PS4143931,Samsung Refrigerator Hinge,Samsung Refrigerator Hinge. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,refrigerator,Samsung,7.42,True,"{""mpn"": ""DA61-03230B"", ""replace_parts"": [""AP4141349""], ""product_url"": ""https://www.partselect.com/PS4143931-Samsung-DA61-03230B-Hinge.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS4145262,Samsung Refrigerator Hinge,Samsung Refrigerator Hinge. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,refrigerator,Samsung,12.76,True,"{""mpn"": ""DA61-08305A"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS4145262-Samsung-DA61-08305A-Hinge.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS4176653,Samsung Refrigerator Door Shelf Bin (right),Samsung Refrigerator Door Shelf Bin (right). Brand: Samsung. For: Refrigerator,refrigerator,Samsung,142.92,True,"{""mpn"": ""DA97-12650A"", ""replace_parts"": [""AP5620330""], ""product_url"": ""https://www.partselect.com/PS4176653-Samsung-DA97-12650A-Door-Shelf-Bin-Right.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11747806,Samsung Refrigerator Light Bulb - 120v 25w,"Samsung Refrigerator Light Bulb - 120v 25w. Brand: Whirlpool. For: Refrigerator
Freezer
Microwave
Wall Oven
Dryer
Microwave Oven Combo
Range Hood",refrigerator,Whirlpool,15.65,True,"{""mpn"": ""WPA3073101"", ""replace_parts"": [""AP6014564"", ""040672-01"", ""040672-04"", ""040672-05"", ""045606-01"", ""05200256"", ""09100073"", ""14200025"", ""14205551"", ""14206369"", ""14218316"", ""14218317"", ""14218659"", ""14218667"", ""20174-2"", ""2223678"", ""2309101"", ""2326255"", ""4164470"", ""4174873 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11747806-Whirlpool-WPA3073101-Light-Bulb-120V-25W.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS4138666,Samsung Refrigerator Temperature Sensor,"Samsung Refrigerator Temperature Sensor. Fixes: Fridge too warm, Fridge too cold. Brand: Samsung. For: Refrigerator",refrigerator,Samsung,37.31,True,"{""mpn"": ""DA32-10104N"", ""replace_parts"": [""114002"", ""DA32-10104V""], ""product_url"": ""https://www.partselect.com/PS4138666-Samsung-DA32-10104N-Temperature-Sensor.htm?SourceCode=18"", ""symptoms"": [""Fridge too warm"", ""Fridge too cold""]}",[],,0
PS17537652,Samsung Refrigerator Water Filter,Samsung Refrigerator Water Filter. Brand: Samsung. For: Refrigerator,refrigerator,Samsung,53.9,True,"{""mpn"": ""HAF-QIN/EXP"", ""replace_parts"": [""4396510"", ""DA29-00019A"", ""DA97-17376B"", ""HAF-QIN"", ""HAF-QIN-3P/EXP"", ""HAF-QIN/EXP""], ""product_url"": ""https://www.partselect.com/PS17537652-Samsung-HAF-QIN-EXP-Refrigerator-Water-Filter.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS12712096,Sharp Refrigerator Armshut,"Sharp Refrigerator Armshut. Fixes: Ice maker not making ice, Ice maker dispenses too much ice. Brand: Whirlpool. For: Refrigerator
Ice Maker",refrigerator,Whirlpool,46.05,True,"{""mpn"": ""W11342242"", ""replace_parts"": [""2160689"", ""2171593"", ""2209675"", ""2300169"", ""2304352"", ""2304354"", ""4343695"", ""627913"", ""628187"", ""628310"", ""628323"", ""70142-1"", ""W10889530"", ""W11128135"", ""W11188841"", ""WP2304354""], ""product_url"": ""https://www.partselect.com/PS12712096-Whirlpool-W11342242-Refrigerator-Armshut.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker dispenses too much ice""]}",[],,0
PS11731356,Sharp Refrigerator Light Bulb - 7w,"Sharp Refrigerator Light Bulb - 7w. Brand: Whirlpool. For: Refrigerator
Dryer
Washer Dryer Combo
Microwave",refrigerator,Whirlpool,15.65,True,"{""mpn"": ""W10857122"", ""replace_parts"": [""AP5999271"", ""14203519"", ""14218606"", ""3-7100"", ""63179-1"", ""63179-1A"", ""67001316"", ""67001316A"", ""A0348401"", ""A0365001"", ""M0360001"", ""M0360001Q"", ""M036001"", ""M3600-1"", ""R0605087"", ""W10856862"", ""Y307100"", ""Y60954""], ""product_url"": ""https://www.partselect.com/PS11731356-Whirlpool-W10857122-Light-Bulb-7W.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11743313,Sharp Refrigerator Cycling Thermostat,"Sharp Refrigerator Cycling Thermostat. Fixes: Ice maker not making ice, Ice maker won’t dispense ice. Brand: Whirlpool. For: Refrigerator
Ice Maker",refrigerator,Whirlpool,53.8,True,"{""mpn"": ""WP627985"", ""replace_parts"": [""AP6010137"", ""0056603"", ""14210687"", ""627808"", ""627984"", ""627985"", ""628209"", ""628397"", ""95092-1"", ""99989719"", ""R0161060"", ""R9800701"", ""W10290336"", ""Y0056603""], ""product_url"": ""https://www.partselect.com/PS11743313-Whirlpool-WP627985-Cycling-thermostat.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice""]}",[],,0
PS11740187,Sharp Refrigerator Water Tube Connector/union 5/16 To,"Sharp Refrigerator Water Tube Connector/union 5/16 To. Fixes: Leaking, Not dispensing water. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,20.89,True,"{""mpn"": ""WP2300868"", ""replace_parts"": [""AP6007080"", ""12002027"", ""2300868"", ""61001614"", ""61005808"", ""61006182"", ""68948-1"", ""8171041"", ""8208165"", ""B5706903"", ""R0181047"", ""W10271541"", ""WP2300868VP""], ""product_url"": ""https://www.partselect.com/PS11740187-Whirlpool-WP2300868-Refrigerator-Water-Tube-Connector-Union-5-16-To-5-16.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Not dispensing water""]}",[],,0
PS17820336,SMEG Refrigerator Cheese/butter Shelf Cover,SMEG Refrigerator Cheese/butter Shelf Cover. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,16.13,True,"{""mpn"": ""762173619"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17820336-SMEG-762173619-Cheese-Butter-Shelf-Cover.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17820154,SMEG Refrigerator Bottle Shelf,SMEG Refrigerator Bottle Shelf. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,78.01,True,"{""mpn"": ""760392174"", ""replace_parts"": [""760392108""], ""product_url"": ""https://www.partselect.com/PS17820154-SMEG-760392174-Bottle-Shelf.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17820339,SMEG Refrigerator Shelf Cover,SMEG Refrigerator Shelf Cover. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,23.31,True,"{""mpn"": ""762173634"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17820339-SMEG-762173634-Shelf-Cover.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17823919,SMEG Refrigerator Adjustable Foot,"SMEG Refrigerator Adjustable Foot. Brand: SMEG. For: Refrigerator
Range",refrigerator,SMEG,5.95,True,"{""mpn"": ""975770151"", ""replace_parts"": [""975770219""], ""product_url"": ""https://www.partselect.com/PS17823919-SMEG-975770151-Adjustable-Foot.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17818707,SMEG Refrigerator Parts Of Ice Cube Box,SMEG Refrigerator Parts Of Ice Cube Box. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,133.8,True,"{""mpn"": ""697532566"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17818707-SMEG-697532566-Parts-Of-Ice-Cube-Box.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17837551,SMEG Refrigerator Door Evaporator,SMEG Refrigerator Door Evaporator. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,70.75,True,"{""mpn"": ""696138421"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17837551-SMEG-696138421-Door-Evaporator.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17823498,SMEG Refrigerator Logo,SMEG Refrigerator Logo. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,37.18,True,"{""mpn"": ""925030203"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17823498-SMEG-925030203-Logo.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17822039,SMEG Refrigerator Water Valve,SMEG Refrigerator Water Valve. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,84.02,False,"{""mpn"": ""813050311"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17822039-SMEG-813050311-Water-Valve.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17822281,SMEG Refrigerator Sensor Temperatures,SMEG Refrigerator Sensor Temperatures. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,19.23,True,"{""mpn"": ""817870207"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17822281-SMEG-817870207-Sensor-Temperatures.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17837144,SMEG Refrigerator Control Board,SMEG Refrigerator Control Board. Brand: SMEG. For: Refrigerator,refrigerator,SMEG,98.11,True,"{""mpn"": ""691652043"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17837144-SMEG-691652043-Control-Board.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS735091,Tappan Refrigerator Door Rack,Tappan Refrigerator Door Rack. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,37.84,True,"{""mpn"": ""240535101"", ""replace_parts"": [""AP3214801"", ""948956"", ""240535101""], ""product_url"": ""https://www.partselect.com/PS735091-Frigidaire-240535101-Door-Rack.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS12364147,Tappan Refrigerator Ice Maker Assembly,"Tappan Refrigerator Ice Maker Assembly. Fixes: Ice maker not making ice, Ice maker won’t dispense ice, Won’t start. Brand: Frigidaire. For: Refrigerator
Freezer
Ice Maker",refrigerator,Frigidaire,162.71,True,"{""mpn"": ""241798231"", ""replace_parts"": [""AP6332951"", ""#3206327"", ""241642501"", ""241642503A"", ""241642511"", ""241798201"", ""241798209"", ""241798211"", ""241798220"", ""241798223"", ""241798224"", ""3206327"", ""3206329"", ""5303320545"", ""5304445222"", ""5304456669"", ""5304456671"", ""5304456672"", ""75304445222"", ""75304456669 ... Show more""], ""product_url"": ""https://www.partselect.com/PS12364147-Frigidaire-241798231-Refrigerator-Ice-Maker-Assembly.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice"", ""Won\u2019t start"", ""Noisy"", ""Leaking"", ""Clicking sound""]}",[],,0
PS12751166,Tappan Refrigerator Light Bulb,"Tappan Refrigerator Light Bulb. Brand: Frigidaire. For: Refrigerator
Range
Wall Oven
Microwave Oven Combo
Microwave
Cooktop",refrigerator,Frigidaire,22.69,True,"{""mpn"": ""316538904"", ""replace_parts"": [""08002735"", ""08037649"", ""08068090"", ""1144690"", ""171840"", ""173421"", ""20102226"", ""218926201"", ""2386-1"", ""240436701"", ""240436702"", ""241529103"", ""241552901"", ""241555401"", ""28078"", ""3001179"", ""3001180"", ""3013071"", ""3018801"", ""3051082 ... Show more""], ""product_url"": ""https://www.partselect.com/PS12751166-Frigidaire-316538904-Light-Bulb.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS734991,Tappan Refrigerator Door Rack - White,Tappan Refrigerator Door Rack - White. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,19.72,True,"{""mpn"": ""240535201"", ""replace_parts"": [""AP3214686"", ""948957"", ""240535201""], ""product_url"": ""https://www.partselect.com/PS734991-Frigidaire-240535201-Door-Rack-White.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS427922,Tappan Refrigerator Door Handle,Tappan Refrigerator Door Handle. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,15.74,True,"{""mpn"": ""218428101"", ""replace_parts"": [""AP2114539"", ""372"", ""218428101"", ""241711801""], ""product_url"": ""https://www.partselect.com/PS427922-Frigidaire-218428101-Door-Handle.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS422444,Tappan Refrigerator Door Shelf End Cap - Left Or Right Side,Tappan Refrigerator Door Shelf End Cap - Left Or Right Side. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,7.93,True,"{""mpn"": ""215267701"", ""replace_parts"": [""AP2110843"", ""444"", ""215267701""], ""product_url"": ""https://www.partselect.com/PS422444-Frigidaire-215267701-Door-Shelf-End-Cap-Left-or-Right-Side.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS2350702,Tappan Refrigerator Defrost Thermostat,"Tappan Refrigerator Defrost Thermostat. Fixes: Too warm, Fridge too warm, Frost buildup. Brand: Frigidaire. For: Refrigerator
Freezer",refrigerator,Frigidaire,29.87,True,"{""mpn"": ""297216600"", ""replace_parts"": [""AP4374171"", ""1483781"", ""216731000"", ""216872200"", ""218673001"", ""218673008"", ""218969901"", ""218969902"", ""5304404743"", ""5404404743"", ""7216872200""], ""product_url"": ""https://www.partselect.com/PS2350702-Frigidaire-297216600-Defrost-Thermostat.htm?SourceCode=18"", ""symptoms"": [""Too warm"", ""Fridge too warm"", ""Frost buildup"", ""Doesn\u2019t stop running"", ""Freezer not defrosting"", ""Freezer section too warm"", ""Won\u2019t start"", ""Fridge runs too long"", ""Freezer too cold"", ""Too cold""]}",[],,0
PS422925,Tappan Refrigerator Door Shelf End Cap - Left Or Right Side,Tappan Refrigerator Door Shelf End Cap - Left Or Right Side. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,9.92,True,"{""mpn"": ""215473602"", ""replace_parts"": [""AP2111276"", ""441121"", ""215473601""], ""product_url"": ""https://www.partselect.com/PS422925-Frigidaire-215473602-Door-Shelf-End-Cap-Left-or-Right-Side.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8769007,Tappan Refrigerator Cold Control Thermostat,"Tappan Refrigerator Cold Control Thermostat. Fixes: Fridge too warm, Will Not Start, Freezer section too warm. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,63.47,True,"{""mpn"": ""241537103"", ""replace_parts"": [""AP5803894"", ""241537101"", ""5304421256"", ""5304445058"", ""5304458021"", ""G450226-08""], ""product_url"": ""https://www.partselect.com/PS8769007-Frigidaire-241537103-Cold-Control-Thermostat.htm?SourceCode=18"", ""symptoms"": [""Fridge too warm"", ""Will Not Start"", ""Freezer section too warm"", ""Fridge too cold"", ""Fridge and Freezer are too warm"", ""Fridge runs too long"", ""Too warm""]}",[],,0
PS423801,Tappan Refrigerator Defrost Timer - 60hz 120v,"Tappan Refrigerator Defrost Timer - 60hz 120v. Fixes: Fridge too warm, Freezer not defrosting, Freezer section too warm. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,37.84,True,"{""mpn"": ""215846602"", ""replace_parts"": [""AP2111929"", ""12762"", ""215846602"", ""00624728"", ""00626234"", ""00628510"", ""00628518"", ""0628510"", ""08000559"", ""08006054"", ""08006992"", ""08016919"", ""08950148"", ""174820"", ""187484"", ""215267800"", ""215846605"", ""215846606"", ""240371001"", ""241621501 ... Show more""], ""product_url"": ""https://www.partselect.com/PS423801-Frigidaire-215846602-Defrost-Timer-60Hz-120V.htm?SourceCode=18"", ""symptoms"": [""Fridge too warm"", ""Freezer not defrosting"", ""Freezer section too warm"", ""Will Not Start"", ""Leaking"", ""Fridge and Freezer are too warm"", ""Fridge runs too long"", ""Fridge too cold"", ""Freezer too cold"", ""Frost buildup"", ""Too warm"", ""Noisy""]}",[],,0
PS11722132,Thermador Refrigerator Everydrop Water Filter,"Thermador Refrigerator Everydrop Water Filter. Fixes: Ice maker not making ice, Leaking, Not dispensing water. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,79.25,True,"{""mpn"": ""EDR5RXD1"", ""replace_parts"": [""AP5983565"", ""2186444"", ""2200203"", ""2203220"", ""2203221"", ""2255518"", ""2255519"", ""2255709"", ""4392857"", ""4392857R"", ""4392922"", ""4396163"", ""4396164"", ""4396508"", ""4396509"", ""4396510"", ""4396547"", ""4396548"", ""EVFILTER5"", ""FILTER5 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11722132-Whirlpool-EDR5RXD1-EveryDrop-Water-Filter.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Leaking"", ""Not dispensing water"", ""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too little ice"", ""Touchpad does not respond""]}",[],,0
PS11739027,Thermador Refrigerator Control Bracket,"Thermador Refrigerator Control Bracket. Fixes: Not dispensing water, Ice maker won’t dispense ice, Ice maker not making ice. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,16.9,True,"{""mpn"": ""WP2180226"", ""replace_parts"": [""AP6005965"", ""2180226"", ""2180228"", ""2180338"", ""2183771"", ""W10139151"", ""W10282667"", ""WP2180226VP""], ""product_url"": ""https://www.partselect.com/PS11739027-Whirlpool-WP2180226-Refrigerator-Control-Bracket.htm?SourceCode=18"", ""symptoms"": [""Not dispensing water"", ""Ice maker won\u2019t dispense ice"", ""Ice maker not making ice""]}",[],,0
PS11739026,Thermador Refrigerator Ice Guide,"Thermador Refrigerator Ice Guide. Fixes: Ice maker won’t dispense ice, Ice maker dispenses too much ice, Leaking. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,16.9,True,"{""mpn"": ""WP2180224"", ""replace_parts"": [""AP6005964"", ""2180224"", ""WP2180224VP""], ""product_url"": ""https://www.partselect.com/PS11739026-Whirlpool-WP2180224-Refrigerator-Ice-Guide.htm?SourceCode=18"", ""symptoms"": [""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too much ice"", ""Leaking"", ""Door Sweating"", ""Ice maker not making ice"", ""Ice maker dispenses too little ice""]}",[],,0
PS11739347,Thermador Refrigerator Light Bulb 10w,"Thermador Refrigerator Light Bulb 10w. Brand: Whirlpool. For: Refrigerator
Dryer
Washer Dryer Combo
Wine and Beverage Cooler
Washer
Range
Wall Oven
Cooktop",refrigerator,Whirlpool,17.9,True,"{""mpn"": ""WP22002263"", ""replace_parts"": [""AP6006279"", ""14200559"", ""14201091"", ""14210279"", ""14218420"", ""17512"", ""18445"", ""21074"", ""21120"", ""22002263"", ""245535"", ""262465"", ""263313"", ""28329"", ""3178641"", ""3406124"", ""3406125"", ""3406126"", ""35001138"", ""4159007 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11739347-Whirlpool-WP22002263-Refrigerator-Light-Bulb-10w.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11738973,Thermador Refrigerator Evaporator Fan Blade,"Thermador Refrigerator Evaporator Fan Blade. Fixes: Noisy, Fridge too warm, Too warm. Brand: Whirlpool. For: Refrigerator
Freezer",refrigerator,Whirlpool,26.87,True,"{""mpn"": ""WP2169142"", ""replace_parts"": [""AP6005911"", ""12217201"", ""2154800"", ""2169142"", ""2208959"", ""2208968"", ""2223733"", ""67005684"", ""8170544"", ""8201663"", ""8208312""], ""product_url"": ""https://www.partselect.com/PS11738973-Whirlpool-WP2169142-Evaporator-Fan-Blade.htm?SourceCode=18"", ""symptoms"": [""Noisy"", ""Fridge too warm"", ""Too warm"", ""Freezer section too warm""]}",[],,0
PS11738948,Thermador Refrigerator Micro Switch,"Thermador Refrigerator Micro Switch. Fixes: Not dispensing water, Ice maker won’t dispense ice, Leaking. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,19.85,True,"{""mpn"": ""WP2162361"", ""replace_parts"": [""AP6005886"", ""1119206"", ""2162361""], ""product_url"": ""https://www.partselect.com/PS11738948-Whirlpool-WP2162361-Refrigerator-Micro-Switch.htm?SourceCode=18"", ""symptoms"": [""Not dispensing water"", ""Ice maker won\u2019t dispense ice"", ""Leaking""]}",[],,0
PS430917,Uni Refrigerator Drawer Support Rail - Right Side,Uni Refrigerator Drawer Support Rail - Right Side. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,49.79,True,"{""mpn"": ""240530701"", ""replace_parts"": [""AP2116590"", ""917558"", ""240530701"", ""240460501""], ""product_url"": ""https://www.partselect.com/PS430917-Frigidaire-240530701-Drawer-Support-Rail-Right-Side.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS10065979,"Admiral Dishwasher Upper Rack Adjuster Kit - White Wheels, Left And Right Sides","Admiral Dishwasher Upper Rack Adjuster Kit - White Wheels, Left And Right Sides. Fixes: Door won’t close, Door latch failure, Not cleaning dishes properly. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,52.29,True,"{""mpn"": ""W10712395"", ""replace_parts"": [""AP5957560"", ""W10250159"", ""W10350375"", ""W10712395VP""], ""product_url"": ""https://www.partselect.com/PS10065979-Whirlpool-W10712395-Upper-Rack-Adjuster-Kit-White-Wheels-Left-and-Right-Sides.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t close"", ""Door latch failure"", ""Not cleaning dishes properly"", ""Noisy"", ""Leaking"", ""Will Not Start""]}",[],,0
PS11746591,Admiral Dishwasher Rack Track Stop,"Admiral Dishwasher Rack Track Stop. Fixes: Door latch failure, Not cleaning dishes properly, Door won’t close. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,10.41,True,"{""mpn"": ""WP8565925"", ""replace_parts"": [""AP6013365"", ""8270105"", ""8270106"", ""8524581"", ""8524582"", ""8562015"", ""8565920"", ""8565925"", ""W10082860"", ""W10082861"", ""W10199682"", ""W10508950"", ""WP8565925VP"", ""WPW10082861"", ""WPW10082861VP"", ""WPW10508950"", ""WPW10508950VP""], ""product_url"": ""https://www.partselect.com/PS11746591-Whirlpool-WP8565925-Dishwasher-Rack-Track-Stop.htm?SourceCode=18"", ""symptoms"": [""Door latch failure"", ""Not cleaning dishes properly"", ""Door won\u2019t close"", ""Noisy""]}",[],,0
PS8260087,Admiral Dishwasher Heating Element,"Admiral Dishwasher Heating Element. Fixes: Not drying dishes properly, Not cleaning dishes properly, Will Not Start. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,43.95,True,"{""mpn"": ""W10518394"", ""replace_parts"": [""AP5690151"", ""2977737"", ""W10518394"", ""8194250"", ""8563007"", ""8563464"", ""8572861"", ""W10134009"", ""W10441445"", ""W10518394VP""], ""product_url"": ""https://www.partselect.com/PS8260087-Whirlpool-W10518394-Dishwasher-Heating-Element.htm?SourceCode=18"", ""symptoms"": [""Not drying dishes properly"", ""Not cleaning dishes properly"", ""Will Not Start"", ""Leaking"", ""Not draining""]}",[],,0
PS11755592,Admiral Dishwasher Lower Spray Arm,"Admiral Dishwasher Lower Spray Arm. Fixes: Not cleaning dishes properly, Leaking, Noisy. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,41.83,True,"{""mpn"": ""WPW10491331"", ""replace_parts"": [""AP6022259"", ""8579258"", ""8579263"", ""W10084401"", ""W10084508"", ""W10195598"", ""W10195665"", ""W10234638"", ""W10320512"", ""W10333330"", ""W10342769"", ""W10342787"", ""W10342792"", ""W10342793"", ""W10376684"", ""W10376689"", ""W10376691"", ""W10491331"", ""W10500354"", ""W10629546 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11755592-Whirlpool-WPW10491331-Dishwasher-Lower-Spray-Arm.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking"", ""Noisy"", ""Not drying dishes properly"", ""Not draining""]}",[],,0
PS11745496,Admiral Dishwasher Mounting Bracket,"Admiral Dishwasher Mounting Bracket. Fixes: Door latch failure, Door won’t close, Leaking. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,14.61,True,"{""mpn"": ""WP8269145"", ""replace_parts"": [""AP6012289"", ""8269145"", ""WP8269145VP""], ""product_url"": ""https://www.partselect.com/PS11745496-Whirlpool-WP8269145-Dishwasher-Mounting-Bracket.htm?SourceCode=18"", ""symptoms"": [""Door latch failure"", ""Door won\u2019t close"", ""Leaking""]}",[],,0
PS11750093,Admiral Dishwasher Positioner,"Admiral Dishwasher Positioner. Fixes: Door won’t close, Not cleaning dishes properly, Door latch failure. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,45.82,True,"{""mpn"": ""WPW10195840"", ""replace_parts"": [""AP6016800"", ""W10195840"", ""W10418323""], ""product_url"": ""https://www.partselect.com/PS11750093-Whirlpool-WPW10195840-Dishwasher-Positioner.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t close"", ""Not cleaning dishes properly"", ""Door latch failure""]}",[],,0
PS11755664,Admiral Dishwasher Middle Spray Arm,"Admiral Dishwasher Middle Spray Arm. Fixes: Not cleaning dishes properly, Leaking. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,40.84,True,"{""mpn"": ""WPW10498900"", ""replace_parts"": [""AP6022331"", ""W10342777"", ""W10342790"", ""W10342791"", ""W10376692"", ""W10376693"", ""W10498900"", ""W10850340"", ""WPW10342791"", ""WPW10376692"", ""WPW10376693""], ""product_url"": ""https://www.partselect.com/PS11755664-Whirlpool-WPW10498900-Middle-Spray-Arm.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking""]}",[],,0
